Transcript	Intron	Five_p_Score	Three_p_Score	
CNAG_02859	2	6.94966761633	8.49833129833	
CNAG_02859	3	4.59796499796	10.6537511871	
CNAG_02859	4	6.4881291548	12.6032288699	
CNAG_02859	5	6.30443630444	13.5398182065	
CNAG_02859	6	5.34288427622	13.3406050739	
CNAG_02859	7	5.95061728395	13.6344593678	
CNAG_02859	8	6.65695292362	12.1200379867	
CNAG_02858	0	5.05076651743	13.0398589065	
CNAG_02858	1	6.48861755528	10.4717406051	
CNAG_02858	2	5.90850630851	13.6123185457	
CNAG_02858	3	6.4741283408	12.2912494912	
CNAG_02858	4	5.22431149098	12.3339031339	
CNAG_06308	0	5.61069054402	10.2432234432	
CNAG_06308	1	5.97020757021	13.5793243793	
CNAG_06308	2	4.93219373219	12.4181793515	
CNAG_06308	3	6.08563288563	11.2449328449	
CNAG_02851	0	5.69925383259	12.3412291412	
CNAG_02851	1	6.42838149505	11.728340795	
CNAG_02851	2	5.55664088997	11.2375525709	
CNAG_02851	3	5.80442273776	10.8478089811	
CNAG_02851	4	7.09857549858	10.7425858093	
CNAG_02850	0	6.18298738299	13.7869488536	
CNAG_02850	1	4.93219373219	12.6620539954	
CNAG_02850	2	5.01739248406	10.1315967983	
CNAG_02853	0	5.07290733957	11.3908017908	
CNAG_02853	1	6.50408357075	13.5591371591	
CNAG_02853	2	6.22097408764	13.7864604531	
CNAG_02853	3	6.55520282187	11.0769230769	
CNAG_02853	4	6.00944240944	13.2644145977	
CNAG_02853	5	4.97115723782	11.7933523267	
CNAG_02853	6	5.22431149098	11.5713471713	
CNAG_02853	7	6.88655541989	12.4799891467	
CNAG_02852	0	5.78032831366	11.0071903405	
CNAG_02852	1	6.4741283408	11.0363858364	
CNAG_02852	2	5.97606837607	11.1729209063	
CNAG_02855	0	5.17758784425	13.5679283679	
CNAG_02855	1	6.71952245286	11.0135938136	
CNAG_02855	2	5.67711301045	12.805643739	
CNAG_02855	3	6.48726088726	12.2986297653	
CNAG_02854	0	6.86620539954	11.404368471	
CNAG_02854	1	7.26213539547	10.939031339	
CNAG_02854	2	8.6862026862	11.1951159951	
CNAG_02854	3	5.6036358703	10.9579704246	
CNAG_02854	4	6.08563288563	11.2092796093	
CNAG_02854	5	5.49233482567	9.42406729073	
CNAG_02857	0	5.97606837607	10.5354497354	
CNAG_02856	0	5.46970560304	11.4976529643	
CNAG_02856	1	4.89008275675	12.6878849546	
CNAG_02856	2	6.46452313119	13.3421245421	
CNAG_02856	3	7.76318002985	10.4660968661	
CNAG_02856	4	6.3102971103	9.40344593678	
CNAG_02856	5	6.18298738299	11.3911816578	
CNAG_02856	6	5.55078008411	11.643956044	
CNAG_02856	7	5.59701533035	11.9461674128	
CNAG_02856	8	5.97020757021	13.0298738299	
CNAG_02856	9	6.13989960657	12.8287070954	
CNAG_02856	10	6.92692986026	10.4711436711	
CNAG_02856	11	5.47019400353	8.43608736942	
CNAG_02856	12	5.95061728395	11.4472934473	
CNAG_02856	13	5.51181657848	12.7766110433	
CNAG_02856	14	5.49233482567	10.6604802605	
CNAG_02856	15	5.97020757021	11.403988604	
CNAG_02856	16	5.22431149098	12.6045855379	
CNAG_02856	17	4.59796499796	13.2077601411	
CNAG_02856	18	5.80393433727	13.5611450278	
CNAG_02856	19	6.26406186406	12.6610229277	
CNAG_02856	20	6.84683218017	11.2955636956	
CNAG_06200	0	5.07290733957	13.2091168091	
CNAG_06200	1	6.32370099037	13.3758241758	
CNAG_06200	2	6.6579297246	12.9033238367	
CNAG_06200	3	7.67819834487	12.6442545109	
CNAG_06200	4	7.43025369692	10.7095916429	
CNAG_06200	5	6.22097408764	12.2853886854	
CNAG_06200	6	5.61638854972	11.2734771401	
CNAG_06753	0	5.8908696242	12.8338624339	
CNAG_06753	1	8.02116402116	12.4255053588	
CNAG_06753	2	7.7384344051	11.2220322887	
CNAG_06753	3	8.35674942342	10.6313390313	
CNAG_06753	4	5.38499525166	12.886338353	
CNAG_06753	5	4.93219373219	12.7098629765	
CNAG_06753	6	5.84875864876	11.5842626509	
CNAG_06753	7	7.13970967304	11.3976393976	
CNAG_06753	8	6.03581603582	9.64183964184	
CNAG_06753	9	5.97606837607	9.6126984127	
CNAG_06750	0	5.84778184778	10.5300773301	
CNAG_06750	1	5.38499525166	10.4710894044	
CNAG_06750	2	6.01231854565	11.8148962149	
CNAG_06750	3	6.7616334283	13.5203907204	
CNAG_06750	4	6.59270112603	13.046370913	
CNAG_06750	5	5.93124406458	11.4998778999	
CNAG_06750	6	7.63326549993	12.8839506173	
CNAG_04157	0	7.40284900285	12.4811287478	
CNAG_04157	1	6.30058336725	12.9985076652	
CNAG_04157	2	5.69925383259	12.954008954	
CNAG_04157	3	5.4071360738	13.1467643468	
CNAG_04157	4	6.42838149505	13.8879392213	
CNAG_06301	0	6.01231854565	10.7095916429	
CNAG_06301	1	5.67711301045	12.3107855108	
CNAG_06301	2	5.35162121829	8.53528693529	
CNAG_06301	3	5.8265635599	10.1753900421	
CNAG_06301	4	5.75818749152	12.9476054809	
CNAG_06301	5	5.22431149098	10.5281237281	
CNAG_06203	0	5.67808981142	12.8958350292	
CNAG_06203	1	6.73900420567	13.7720255054	
CNAG_06203	2	5.49233482567	9.0444715778	
CNAG_06203	3	6.4660968661	12.1667616334	
CNAG_06300	0	5.4071360738	12.4255053588	
CNAG_06300	1	5.90850630851	13.0482159815	
CNAG_06300	2	6.80059693393	13.1516483516	
CNAG_06300	3	7.28357075024	13.236358703	
CNAG_06300	4	5.84875864876	10.5345814679	
CNAG_06300	5	5.95061728395	10.5280694614	
CNAG_06300	6	6.38551078551	10.6583638584	
CNAG_06300	7	4.93219373219	11.2444987112	
CNAG_06300	8	5.61638854972	11.3258987926	
CNAG_06300	9	6.00944240944	13.1853479853	
CNAG_06204	0	6.26720933388	10.6885361552	
CNAG_06204	1	6.92692986026	13.4762718763	
CNAG_06204	2	6.3826346493	11.9663003663	
CNAG_06204	3	6.73900420567	12.5414733415	
CNAG_06204	4	9.60553520554	13.0144620811	
CNAG_06204	5	5.17758784425	12.7271740605	
CNAG_06204	6	6.76982770316	13.1966354633	
CNAG_06204	7	5.34288427622	13.0496269163	
CNAG_06204	8	4.97115723782	13.7646452313	
CNAG_06205	0	5.34288427622	12.7407407407	
CNAG_06206	0	5.8265635599	10.6552706553	
CNAG_06206	1	4.97115723782	13.4036087369	
CNAG_06206	2	6.26406186406	11.3679012346	
CNAG_06206	3	6.55520282187	12.290326957	
CNAG_03323	0	7.61562881563	13.3838556505	
CNAG_03323	1	5.55664088997	10.5778863112	
CNAG_03323	2	5.80442273776	9.6730972731	
CNAG_06207	0	5.42395875729	13.1370506037	
CNAG_06207	1	5.36502509836	10.6889160222	
CNAG_07636	0	5.47019400353	9.04718491385	
CNAG_07636	1	6.36581196581	12.8475919143	
CNAG_07636	2	5.38499525166	12.3111653778	
CNAG_07636	3	6.68376068376	12.7013973681	
CNAG_03328	0	4.97115723782	10.4865554199	
CNAG_03328	1	5.42395875729	11.5408492742	
CNAG_03328	2	6.67714014381	10.5340930674	
CNAG_03328	3	4.89008275675	11.5645638312	
CNAG_07326	0	5.80442273776	11.528042328	
CNAG_07326	1	5.49233482567	11.2882376882	
CNAG_07326	2	5.8908696242	10.1605752272	
CNAG_07327	0	6.18201058201	11.368009768	
CNAG_07327	1	5.90850630851	11.4519061186	
CNAG_07327	2	4.89008275675	13.1204992538	
CNAG_07320	0	6.3826346493	12.6171211505	
CNAG_07320	1	7.49195495862	11.5726495726	
CNAG_07320	2	6.4660968661	14.1138515805	
CNAG_07633	0	6.50506037173	8.79435626102	
CNAG_07633	1	5.98388278388	13.0292226292	
CNAG_07322	0	6.36581196581	13.5866503867	
CNAG_07322	1	5.55078008411	11.69333876	
CNAG_07322	2	6.13626373626	13.6725003392	
CNAG_07322	3	5.67711301045	12.8677791344	
CNAG_07631	0	5.78032831366	13.8227648894	
CNAG_07631	1	6.59270112603	13.5204992538	
CNAG_07328	0	6.68376068376	13.3683896351	
CNAG_07328	1	6.38551078551	12.1120607787	
CNAG_07328	2	7.09700176367	10.7380274047	
CNAG_07328	3	6.15303215303	13.2086826753	
CNAG_07328	4	6.74215167549	10.8561660562	
CNAG_07328	5	6.70394790395	10.4661511328	
CNAG_07328	6	6.45101071768	9.57910731244	
CNAG_07328	7	6.63481210148	12.9158051825	
CNAG_07328	8	8.90359517026	11.5909917243	
CNAG_07328	9	5.35162121829	11.4097408764	
CNAG_07329	0	5.35162121829	10.3687966355	
CNAG_07329	1	6.03581603582	9.202333469	
CNAG_07329	2	5.61638854972	10.5280694614	
CNAG_07638	0	5.22431149098	13.1539275539	
CNAG_07638	1	5.93124406458	11.4917378917	
CNAG_07638	2	5.47019400353	10.430714964	
CNAG_07638	3	6.13989960657	11.6411341745	
CNAG_07638	4	6.13989960657	10.6047483381	
CNAG_07638	5	5.51181657848	10.832668566	
CNAG_07639	0	5.22431149098	10.7096459096	
CNAG_07639	1	6.26720933388	8.95873015873	
CNAG_03534	0	4.93219373219	12.5299687966	
CNAG_03534	1	5.59701533035	10.7786731787	
CNAG_03534	2	7.80344593678	12.4653913987	
CNAG_03531	0	5.42395875729	13.0489214489	
CNAG_03531	1	6.85345272012	10.5711029711	
CNAG_03533	0	5.22431149098	13.3322479989	
CNAG_03533	1	7.2336996337	10.9998100665	
CNAG_03533	2	7.15832315832	13.1722154389	
CNAG_03533	3	5.46970560304	12.2535883869	
CNAG_03533	4	6.69591642925	11.3751187085	
CNAG_03533	5	7.90546737213	11.2512820513	
CNAG_03533	6	6.00944240944	12.0764075431	
CNAG_03533	7	5.05076651743	12.3043820377	
CNAG_03533	8	5.80393433727	13.6983855651	
CNAG_03533	9	5.92983312983	12.803690137	
CNAG_03533	10	6.56350563017	13.0541310541	
CNAG_03532	0	5.55078008411	12.9985076652	
CNAG_03532	1	7.03725410392	11.0704110704	
CNAG_03539	0	7.41088047755	11.1927282594	
CNAG_03539	1	7.67282593949	13.2834079501	
CNAG_03539	2	5.80393433727	13.4695970696	
CNAG_03539	3	6.74605887939	13.2017365351	
CNAG_03539	4	7.51903405237	11.9831773165	
CNAG_03539	5	7.00800434134	11.0199972867	
CNAG_03539	6	5.90280830281	13.3975308642	
CNAG_03539	7	7.00800434134	11.0901098901	
CNAG_03539	8	5.80442273776	9.88761362095	
CNAG_03539	9	6.06919006919	11.3454348121	
CNAG_03539	10	6.61543888211	8.45735992403	
CNAG_03538	0	7.67689594356	13.4991181658	
CNAG_03824	0	5.67711301045	12.4352191019	
CNAG_03824	1	5.88500881834	13.1634784968	
CNAG_03824	2	5.75818749152	13.2091710758	
CNAG_03824	3	5.49233482567	10.139031339	
CNAG_03824	4	6.85345272012	11.3684981685	
CNAG_03824	5	7.38184778185	13.736318003	
CNAG_03824	6	6.63481210148	12.9625830959	
CNAG_03824	7	6.98597205264	11.3846153846	
CNAG_06946	0	5.61069054402	11.6188848189	
CNAG_06946	1	5.98958078958	11.7454348121	
CNAG_06946	2	4.97115723782	13.7711572378	
CNAG_06946	3	7.07035680369	9.85982905983	
CNAG_06946	4	5.30538597205	12.2905982906	
CNAG_06946	5	6.83125763126	11.3476597477	
CNAG_06946	6	7.07486094153	12.2633563967	
CNAG_06946	7	8.50885904219	10.4660968661	
CNAG_02428	0	4.59796499796	11.9388956722	
CNAG_02428	1	6.40553520554	13.0482159815	
CNAG_02428	2	7.90774657441	12.6598290598	
CNAG_02428	3	6.42583095916	11.5074209741	
CNAG_02428	4	5.01739248406	9.39823633157	
CNAG_02428	5	5.07290733957	13.4051282051	
CNAG_03822	0	6.45101071768	10.8487857821	
CNAG_03822	1	7.15262515263	10.6951566952	
CNAG_03822	2	5.35162121829	10.2438203772	
CNAG_03822	3	5.80442273776	10.0557319224	
CNAG_03822	4	6.41183014516	12.1126577127	
CNAG_03325	0	4.93219373219	13.6267534934	
CNAG_03325	1	7.09857549858	12.7651064984	
CNAG_03325	2	5.07290733957	13.4099036766	
CNAG_03325	3	8.10424637091	13.4385565052	
CNAG_03325	4	7.46384479718	13.6268620269	
CNAG_03325	5	6.48726088726	11.3826617827	
CNAG_03325	6	6.37004477004	9.00811287478	
CNAG_03325	7	6.90668837336	11.9259259259	
CNAG_03325	8	5.55664088997	12.6587979921	
CNAG_03325	9	5.95061728395	12.6256952924	
CNAG_03325	10	6.83652150319	12.6241215575	
CNAG_03325	11	6.80645773979	12.7013973681	
CNAG_03325	12	6.46479446479	13.2437389771	
CNAG_03325	13	4.89008275675	10.6947768281	
CNAG_03325	14	5.51181657848	10.6574955908	
CNAG_04141	0	6.65695292362	13.14671008	
CNAG_04141	1	5.78032831366	13.6412427079	
CNAG_04141	2	4.59796499796	11.634622168	
CNAG_04141	3	4.97115723782	12.3195767196	
CNAG_04141	4	6.56936643603	12.5280151947	
CNAG_03326	0	5.34288427622	12.9920499254	
CNAG_03326	1	5.61638854972	12.8764618098	
CNAG_03326	2	6.57245963913	8.96611043278	
CNAG_03326	3	6.55520282187	13.444634378	
CNAG_03326	4	6.18298738299	12.8121557455	
CNAG_03326	5	5.78032831366	10.1195495862	
CNAG_03326	6	5.05076651743	12.6738841406	
CNAG_03326	7	5.22431149098	12.3629358296	
CNAG_03326	8	4.89008275675	10.5281237281	
CNAG_03326	9	5.84875864876	11.9324921992	
CNAG_03326	10	5.67711301045	12.0673450007	
CNAG_04140	0	5.75818749152	13.6862840863	
CNAG_01423	0	6.41183014516	13.000298467	
CNAG_01423	1	6.77872744539	12.7008004341	
CNAG_01423	2	7.61112467779	11.3523809524	
CNAG_01423	3	5.38499525166	12.2566273233	
CNAG_01423	4	7.69219915887	13.7556369556	
CNAG_01423	5	6.42838149505	13.7703975037	
CNAG_01423	6	6.92692986026	13.0204856872	
CNAG_04142	0	5.8265635599	11.2524759191	
CNAG_04142	1	6.6955365622	10.6673178673	
CNAG_04142	2	5.47019400353	10.6184778185	
CNAG_04142	3	6.56231176231	10.7018857686	
CNAG_04142	4	5.44609957943	12.2927689594	
CNAG_04142	5	7.90546737213	12.2366029033	
CNAG_04142	6	6.62205942206	11.5726495726	
CNAG_04142	7	6.36130782797	12.2270519604	
CNAG_03829	0	5.67711301045	13.9157780491	
CNAG_03829	1	5.01739248406	11.2808574142	
CNAG_03829	2	6.4660968661	10.7306471306	
CNAG_03829	3	7.29757156424	12.1058743725	
CNAG_03829	4	8.67252747253	13.2088454755	
CNAG_03829	5	8.05014245014	13.0773572107	
CNAG_03829	6	6.01231854565	10.9535205535	
CNAG_03829	7	6.84759191426	12.6878306878	
CNAG_03829	8	6.93279066612	9.33311626645	
CNAG_03829	9	5.93124406458	11.0289512956	
CNAG_03829	10	5.46970560304	13.7426672093	
CNAG_03829	11	5.84778184778	11.9324379324	
CNAG_04413	0	5.49233482567	11.3550400217	
CNAG_04413	1	7.25828245828	13.3522181522	
CNAG_04413	2	7.71493691494	11.6939899607	
CNAG_04413	3	5.75818749152	10.9150454484	
CNAG_04413	4	5.34288427622	12.5621489621	
CNAG_04413	5	6.63481210148	12.3806267806	
CNAG_02423	0	6.51075837743	10.7175688509	
CNAG_02423	1	5.55078008411	10.9702347036	
CNAG_04412	0	6.32272418939	12.174630308	
CNAG_04412	1	6.84683218017	8.73455433455	
CNAG_04412	2	5.67711301045	13.3522724189	
CNAG_04412	3	5.67808981142	12.5299687966	
CNAG_04412	4	6.22097408764	13.444634378	
CNAG_01931	0	7.42395875729	13.4471306471	
CNAG_01931	1	5.75818749152	10.0189933523	
CNAG_01931	2	6.03581603582	11.4524487858	
CNAG_01931	3	5.61069054402	10.1669244336	
CNAG_01931	4	5.90280830281	13.9178401845	
CNAG_04410	0	6.88991995659	10.6513091846	
CNAG_04410	1	5.84875864876	12.7861077194	
CNAG_04410	2	7.07638040971	9.78000271334	
CNAG_04410	3	6.50408357075	10.9773979107	
CNAG_04410	4	6.42583095916	12.610989011	
CNAG_01429	0	5.22431149098	11.2443901777	
CNAG_04724	0	6.62205942206	10.8407543074	
CNAG_04724	1	5.51181657848	10.6937457604	
CNAG_04724	2	5.93124406458	9.9105684439	
CNAG_04724	3	5.78032831366	11.1607651608	
CNAG_04724	4	6.03158323158	13.4048026048	
CNAG_04724	5	6.48861755528	8.88726088726	
CNAG_04724	6	5.49233482567	10.2447971781	
CNAG_04724	7	6.13089133089	12.4348392348	
CNAG_04724	8	6.52410799077	11.5414462081	
CNAG_04724	9	5.67711301045	13.3094017094	
CNAG_04724	10	6.7572378239	12.2629765296	
CNAG_04724	11	6.45177045177	13.0908696242	
CNAG_04724	12	6.43174603175	9.44126984127	
CNAG_04724	13	6.63481210148	11.7918328585	
CNAG_04724	14	6.13089133089	11.4698684032	
CNAG_04724	15	6.08563288563	13.14671008	
CNAG_04724	16	5.75818749152	11.2639261973	
CNAG_04724	17	5.47019400353	11.5061728395	
CNAG_04724	18	6.3826346493	10.2561389228	
CNAG_04148	0	6.41183014516	10.6736670737	
CNAG_04148	1	6.55031881699	11.5540360874	
CNAG_04148	2	5.61638854972	13.6477004477	
CNAG_04148	3	5.90850630851	11.3324107991	
CNAG_04148	4	6.73900420567	12.53669787	
CNAG_04148	5	7.1419346086	11.158974359	
CNAG_04148	6	6.40477547144	13.3833129833	
CNAG_04148	7	7.0221679555	11.6838963506	
CNAG_04148	8	5.38499525166	13.951973952	
CNAG_03160	0	6.13626373626	10.6029032696	
CNAG_03160	1	6.59270112603	13.3814136481	
CNAG_03160	2	6.44238230905	10.9150454484	
CNAG_03160	3	6.88991995659	8.91623931624	
CNAG_03160	4	6.6014380681	9.37604124271	
CNAG_03160	5	5.22431149098	10.3203907204	
CNAG_03160	6	4.93219373219	11.3766381766	
CNAG_03160	7	7.1455704789	11.2016280016	
CNAG_03160	8	7.32568172568	13.7345814679	
CNAG_02662	0	6.48861755528	8.80369013702	
CNAG_02662	1	5.55664088997	13.0773572107	
CNAG_02662	2	5.4071360738	12.7378646045	
CNAG_02662	3	6.15303215303	10.4940984941	
CNAG_02662	4	7.93943833944	13.113661647	
CNAG_02663	0	7.43025369692	12.2430606431	
CNAG_02663	1	5.22431149098	13.4041514042	
CNAG_02663	2	7.65459232126	11.3326821327	
CNAG_02663	3	6.18298738299	13.3354497354	
CNAG_02663	4	5.78032831366	10.6114774115	
CNAG_02663	5	5.05076651743	13.2644145977	
CNAG_02663	6	6.3706959707	13.4049111382	
CNAG_02660	0	4.97115723782	12.652991453	
CNAG_02660	1	6.44238230905	12.2627594628	
CNAG_02660	2	6.74605887939	12.6588522589	
CNAG_02660	3	5.05076651743	11.7494505495	
CNAG_02660	4	5.38499525166	12.2270519604	
CNAG_02660	5	6.48861755528	10.9308370642	
CNAG_02660	6	5.75818749152	13.1915343915	
CNAG_02661	0	7.80626780627	11.9110025777	
CNAG_02661	1	7.75390042057	13.0608058608	
CNAG_02661	2	6.87863247863	12.6245014245	
CNAG_02661	3	7.22002442002	12.8664767331	
CNAG_02661	4	6.48861755528	11.5604938272	
CNAG_02661	5	6.18201058201	13.6477547144	
CNAG_02661	6	6.6014380681	11.3755528422	
CNAG_02661	7	6.858336725	12.2565730566	
CNAG_02661	8	7.36697870031	11.0830552164	
CNAG_02666	0	5.55078008411	13.6650115317	
CNAG_02666	1	5.35162121829	11.7724596391	
CNAG_02667	0	5.01739248406	10.9114095781	
CNAG_02667	1	5.01739248406	10.487315154	
CNAG_02667	2	6.44449871117	11.6404829738	
CNAG_02667	3	5.59701533035	9.52777099444	
CNAG_02667	4	5.75818749152	13.7842897843	
CNAG_02667	5	6.18201058201	11.0004070004	
CNAG_02664	0	5.97020757021	13.2801519468	
CNAG_02664	1	4.89008275675	13.612047212	
CNAG_02664	2	5.80442273776	9.47062813729	
CNAG_02664	3	6.50945597612	13.4573870574	
CNAG_02664	4	5.30538597205	13.4397503731	
CNAG_02665	0	6.15303215303	12.535341202	
CNAG_02665	1	9.26425179759	11.3258987926	
CNAG_02665	2	5.8265635599	10.8487857821	
CNAG_02665	3	6.98597205264	10.7112196446	
CNAG_02665	4	6.26720933388	10.4517704518	
CNAG_02665	5	7.08973002306	12.3337946005	
CNAG_02665	6	5.8908696242	12.9385972053	
CNAG_01009	0	5.46970560304	10.6572242572	
CNAG_01009	1	5.22431149098	12.3202821869	
CNAG_01008	0	5.30538597205	13.4032288699	
CNAG_01008	1	6.80645773979	11.1137701804	
CNAG_01008	2	6.32272418939	12.1268213268	
CNAG_01008	3	6.86045312712	13.3389770723	
CNAG_01008	4	6.42838149505	10.832288699	
CNAG_01008	5	5.69925383259	12.494315561	
CNAG_01008	6	5.75818749152	13.930375797	
CNAG_01008	7	5.92983312983	10.785619319	
CNAG_01007	0	5.4071360738	13.7581874915	
CNAG_01007	1	5.05076651743	10.8535612536	
CNAG_01006	0	4.89008275675	12.7424230091	
CNAG_01006	1	5.90850630851	13.2082485416	
CNAG_01005	0	5.75818749152	12.5181929182	
CNAG_01005	1	6.90668837336	10.2941256275	
CNAG_01005	2	5.90850630851	13.9387871388	
CNAG_01004	0	6.92790666124	12.964319631	
CNAG_01004	1	6.15303215303	11.2088454755	
CNAG_01004	2	5.84875864876	13.5429656763	
CNAG_01004	3	6.92790666124	12.964319631	
CNAG_01003	0	6.3826346493	13.748365215	
CNAG_01003	1	5.75818749152	11.0131596798	
CNAG_01003	2	6.57245963913	11.7798399132	
CNAG_01003	3	5.51181657848	11.8585809252	
CNAG_01002	0	5.42395875729	12.6239044906	
CNAG_01002	1	7.08191561525	10.0195902863	
CNAG_01002	2	5.44609957943	13.4539139872	
CNAG_01002	3	5.4071360738	13.4047483381	
CNAG_01002	4	6.00944240944	13.7196581197	
CNAG_01002	5	5.42395875729	13.3807624474	
CNAG_01002	6	5.84778184778	13.0361687695	
CNAG_01002	7	7.51311897979	11.2041785375	
CNAG_01002	8	5.67711301045	11.0206484873	
CNAG_01002	9	5.07290733957	11.3840184507	
CNAG_01001	0	6.92692986026	12.0195360195	
CNAG_01001	1	7.23152896486	11.3384886718	
CNAG_01001	2	5.42395875729	12.0666938	
CNAG_01001	3	4.93219373219	13.5072581739	
CNAG_01001	4	5.98958078958	12.7231583232	
CNAG_01000	0	5.93124406458	11.9249491249	
CNAG_01000	1	6.43668430335	11.394654728	
CNAG_01000	2	6.09751729752	11.5405236739	
CNAG_01000	3	4.59796499796	11.6269162936	
CNAG_01000	4	5.84778184778	10.9579704246	
CNAG_01000	5	4.97115723782	11.1649436983	
CNAG_01000	6	6.13626373626	12.3660290327	
CNAG_01000	7	6.90668837336	8.81253561254	
CNAG_01000	8	6.48726088726	12.6809388143	
CNAG_01000	9	6.84683218017	11.6926332926	
CNAG_01000	10	4.97115723782	12.7644552978	
CNAG_01000	11	5.95061728395	12.7240265907	
CNAG_01000	12	6.84759191426	12.7017772351	
CNAG_01000	13	5.4071360738	12.4255053588	
CNAG_01000	14	5.01739248406	11.445991046	
CNAG_01000	15	5.07290733957	13.2517704518	
CNAG_05248	0	6.68376068376	11.7939492606	
CNAG_05248	1	4.89008275675	10.6112060779	
CNAG_05248	2	7.32253425587	10.9609008276	
CNAG_05248	3	5.90850630851	10.8912766246	
CNAG_05248	4	6.18201058201	12.4805318139	
CNAG_05248	5	5.84778184778	11.6269162936	
CNAG_05248	6	7.87627187627	10.2629222629	
CNAG_05248	7	5.67808981142	11.1205535206	
CNAG_05248	8	6.51075837743	10.8561660562	
CNAG_05245	0	6.60268620269	10.4795007462	
CNAG_05244	0	6.77937864605	10.5355040022	
CNAG_05244	1	5.22431149098	11.6119929453	
CNAG_05247	0	5.61638854972	12.6257495591	
CNAG_05247	1	5.8908696242	13.244335911	
CNAG_05247	2	5.69925383259	12.4944240944	
CNAG_05247	3	5.47019400353	11.6729344729	
CNAG_05247	4	7.08973002306	12.5709401709	
CNAG_05246	0	6.4741283408	11.6121557455	
CNAG_05246	1	6.80548093881	12.5232397232	
CNAG_05246	2	5.01739248406	9.7661646995	
CNAG_05246	3	6.36130782797	13.2834079501	
CNAG_05246	4	4.89008275675	12.9579161579	
CNAG_05246	5	7.34114774115	11.5574006241	
CNAG_05241	0	5.8265635599	9.01549314883	
CNAG_05241	1	6.01231854565	11.9899606566	
CNAG_05241	2	6.26720933388	9.57172703839	
CNAG_05241	3	6.51336318003	12.23665717	
CNAG_05240	0	6.09751729752	8.84107990775	
CNAG_05240	1	4.59796499796	13.7508072175	
CNAG_05240	2	5.98958078958	12.6807217474	
CNAG_05240	3	6.86620539954	12.4805860806	
CNAG_05243	0	4.59796499796	13.5908831909	
CNAG_05243	1	5.47019400353	10.9490164157	
CNAG_05243	2	7.07638040971	9.2160629494	
CNAG_05243	3	6.61484194818	12.4939899607	
CNAG_05242	0	5.47019400353	9.67819834487	
CNAG_05242	1	5.80393433727	12.2535341202	
CNAG_05242	2	5.42395875729	13.4166870167	
CNAG_05242	3	5.84875864876	12.23665717	
CNAG_05242	4	5.55078008411	13.1435626102	
CNAG_05242	5	5.61638854972	11.0842490842	
CNAG_05242	6	5.93124406458	11.2007597341	
CNAG_05242	7	5.07290733957	12.7168633835	
CNAG_05242	8	5.84778184778	12.113960114	
CNAG_05242	9	5.6036358703	10.9647537648	
CNAG_03957	0	7.46970560304	9.40990367657	
CNAG_03957	1	7.49380002713	10.4088454755	
CNAG_03957	2	6.44238230905	12.7690679691	
CNAG_03957	3	5.07290733957	13.3542802876	
CNAG_03957	4	6.30443630444	12.3339031339	
CNAG_03957	5	5.44609957943	12.1376204043	
CNAG_03956	0	6.40553520554	10.4660968661	
CNAG_03956	1	5.22431149098	12.5709944377	
CNAG_03956	2	7.99587572921	11.3975851309	
CNAG_03956	3	5.8908696242	11.5726495726	
CNAG_03956	4	6.03011803012	9.00811287478	
CNAG_03956	5	6.09160222494	12.4659340659	
CNAG_03956	6	5.84778184778	11.4039343373	
CNAG_03956	7	6.59194139194	11.9981006648	
CNAG_03956	8	8.38382851716	10.6650929318	
CNAG_03955	0	7.86514719848	10.6730701397	
CNAG_03955	1	4.93219373219	11.0415954416	
CNAG_03955	2	6.67377560711	12.3037851038	
CNAG_03955	3	6.93279066612	10.4808574142	
CNAG_03955	4	6.42886989554	10.2277574278	
CNAG_03955	5	5.07290733957	13.3822276489	
CNAG_03955	6	7.08403201737	12.8401573735	
CNAG_03955	7	4.89008275675	12.8121557455	
CNAG_03955	8	6.4741283408	11.8755664089	
CNAG_03954	0	6.18201058201	11.8084384751	
CNAG_03954	1	7.20168226835	11.6561117894	
CNAG_03954	2	6.30443630444	11.7719169719	
CNAG_03953	0	6.01231854565	13.0414326414	
CNAG_03953	1	6.01231854565	13.0414326414	
CNAG_03952	0	5.30538597205	12.4795550129	
CNAG_03952	1	6.13089133089	12.740686474	
CNAG_03952	2	7.2777642111	10.8	
CNAG_03952	3	5.42395875729	14.0901370235	
CNAG_03952	4	6.09133089133	12.8360331027	
CNAG_03952	5	5.80393433727	13.0615655949	
CNAG_03951	0	5.51181657848	11.1164292498	
CNAG_03951	1	5.88500881834	12.3651064984	
CNAG_03951	2	5.47019400353	11.2105277439	
CNAG_03950	0	6.88405915073	11.924352191	
CNAG_03950	1	5.05076651743	13.5204449871	
CNAG_03950	2	5.38499525166	13.6722290056	
CNAG_03950	3	5.22431149098	12.8664224664	
CNAG_03950	4	6.09751729752	10.9393026726	
CNAG_03959	0	8.5991045991	10.7112196446	
CNAG_03959	1	4.89008275675	12.94662868	
CNAG_03959	2	4.89008275675	13.4385022385	
CNAG_03959	3	5.84778184778	13.7148826482	
CNAG_03959	4	5.4071360738	12.6545109212	
CNAG_03959	5	5.49233482567	10.4188848189	
CNAG_03959	6	4.59796499796	10.7652150319	
CNAG_03959	7	5.42395875729	13.511708045	
CNAG_03958	0	5.38499525166	12.9222629223	
CNAG_03958	1	5.61638854972	12.7926739927	
CNAG_03958	2	5.4071360738	12.1677927011	
