Transcript	150904CM018-B_al_sorted.bam	150904CM018-W_al_sorted.bam	150904CM763-B_al_sorted.bam	150904CM763-W_al_sorted.bam	150904CM764-B_al_sorted.bam
CNAG_04475T1	42	3272.0	2335.0	257.0	622.0
CNAG_04475T2	42	3272.0	2335.0	257.0	622.0
CNAG_04476T0	11	477.0	510.0	27.0	111.0
CNAG_04476T1	11	477.0	510.0	27.0	111.0
CNAG_04478T0	74	4215.0	1269.0	186.0	336.0
CNAG_04479T0	9	268.0	567.0	30.0	54.0
CNAG_04484T0	42	2824.0	1494.0	176.0	310.0
CNAG_04485T0	118	7716.0	5015.0	360.0	1171.0
CNAG_04486T0	1	31.0	82.0	3.0	19.0
CNAG_04487T0	4	371.0	235.0	25.0	45.0
CNAG_04488T0	34	2430.0	1797.0	95.0	300.0
CNAG_04493T0	11	204.0	623.0	25.0	87.0
CNAG_04493T1	11	204.0	623.0	25.0	87.0
CNAG_04494T0	13	1339.0	388.0	95.0	83.0
CNAG_04495T0	7	92.0	571.0	11.0	61.0
CNAG_04496T0	14	339.0	718.0	38.0	141.0
CNAG_04497T0	5	375.0	293.0	26.0	53.0
CNAG_04498T0	27	653.0	1940.0	40.0	414.0
CNAG_04499T0	60	5681.0	2553.0	310.0	542.0
CNAG_04500T0	4	694.0	511.0	76.0	76.0
CNAG_04501T0	49	3631.0	1372.0	258.0	386.0
CNAG_04502T0	54	1600.0	4519.0	108.0	940.0
CNAG_04503T0	3	355.0	170.0	19.0	19.0
CNAG_04504T0	22	1349.0	2084.0	59.0	679.0
CNAG_04504T1	22	1349.0	2084.0	59.0	679.0
CNAG_04505T0	19	814.0	757.0	80.0	153.0
CNAG_04506T0	1	49.0	113.0	2.0	20.0
CNAG_04507T0	7	629.0	533.0	27.0	86.0
CNAG_04508T0	2	30.0	89.0	4.0	12.0
CNAG_04509T0	2	30.0	109.0	1.0	26.0
CNAG_04510T0	41	2802.0	3535.0	166.0	618.0
CNAG_04511T0	5	336.0	244.0	16.0	43.0
CNAG_04512T0	6	436.0	181.0	25.0	47.0
CNAG_04513T0	15	796.0	1129.0	67.0	204.0
CNAG_04514T0	35	1195.0	2278.0	86.0	437.0
CNAG_04515T0	14	331.0	599.0	20.0	74.0
CNAG_04515T1	14	331.0	599.0	20.0	74.0
CNAG_04516T0	4	312.0	184.0	18.0	23.0
CNAG_04517T0	5	242.0	134.0	24.0	33.0
CNAG_04518T0	14	313.0	1104.0	25.0	184.0
CNAG_04519T0	10	523.0	1722.0	68.0	253.0
CNAG_04520T0	7	232.0	194.0	9.0	20.0
CNAG_04521T0	3	54.0	180.0	4.0	36.0
CNAG_04522T0	10	573.0	827.0	38.0	153.0
CNAG_04524T0	34	1106.0	1607.0	65.0	386.0
CNAG_04525T0	11	703.0	1033.0	73.0	179.0
CNAG_04526T0	2	150.0	416.0	14.0	78.0
CNAG_04527T0	5	507.0	422.0	48.0	85.0
CNAG_04528T0	5	188.0	295.0	21.0	41.0
CNAG_04529T0	6	186.0	234.0	23.0	47.0
CNAG_04530T0	21	1008.0	1380.0	69.0	221.0
CNAG_04531T0	26	4132.0	802.0	168.0	168.0
CNAG_04534T0	13	197.0	849.0	17.0	137.0
CNAG_04534T1	13	193.0	730.0	13.0	119.0
CNAG_04535T0	2	170.0	330.0	7.0	142.0
CNAG_04537T0	13	1136.0	1587.0	113.0	222.0
CNAG_04538T0	36	1493.0	2444.0	86.0	470.0
CNAG_04539T0	15	908.0	594.0	56.0	100.0
CNAG_04540T0	13	745.0	1168.0	54.0	230.0
CNAG_04541T0	27	1211.0	2003.0	91.0	327.0
CNAG_04544T0	7	310.0	738.0	26.0	140.0
CNAG_04545T0	11	184.0	1349.0	16.0	224.0
CNAG_04545T1	11	184.0	1349.0	16.0	224.0
CNAG_04546T0	3	84.0	135.0	3.0	20.0
CNAG_04557T0	20	584.0	2264.0	42.0	514.0
CNAG_04558T0	6	88.0	939.0	4.0	173.0
CNAG_04561T0	13	505.0	1594.0	33.0	412.0
CNAG_04563T0	19	565.0	2003.0	40.0	392.0
CNAG_04564T0	10	1003.0	941.0	63.0	244.0
CNAG_04565T0	18	1149.0	2740.0	83.0	509.0
CNAG_04566T0	56	5310.0	3014.0	288.0	576.0
CNAG_04567T0	2	52.0	229.0	9.0	55.0
CNAG_04570T0	36	978.0	1788.0	80.0	429.0
CNAG_04571T0	1	251.0	326.0	31.0	28.0
CNAG_04575T0	30	671.0	2518.0	67.0	440.0
CNAG_04577T0	72	4315.0	5044.0	245.0	1349.0
CNAG_04579T0	23	1452.0	2670.0	97.0	518.0
CNAG_04580T0	14	357.0	410.0	57.0	84.0
CNAG_04580T1	14	357.0	410.0	57.0	84.0
CNAG_04581T0	5	337.0	399.0	46.0	150.0
CNAG_04582T0	2	126.0	453.0	15.0	206.0
CNAG_04583T0	63	2738.0	3047.0	224.0	586.0
CNAG_04584T0	44	2220.0	1525.0	207.0	270.0
CNAG_04585T0	2	181.0	134.0	4.0	35.0
CNAG_04586T0	46	1497.0	2071.0	78.0	831.0
CNAG_04586T1	46	1497.0	2071.0	78.0	831.0
CNAG_04587T0	445	15207.0	23731.0	327.0	13401.0
CNAG_04587T1	294	13597.0	10186.0	255.0	6200.0
CNAG_04588T0	6	547.0	921.0	57.0	133.0
CNAG_04588T1	6	547.0	921.0	57.0	133.0
CNAG_04589T0	5	589.0	102.0	22.0	24.0
CNAG_04590T0	4	80.0	654.0	10.0	118.0
CNAG_04591T0	1	22.0	99.0	3.0	29.0
CNAG_04592T0	1	37.0	67.0	4.0	16.0
CNAG_04593T0	3	173.0	44.0	14.0	11.0
CNAG_04594T0	9	277.0	443.0	18.0	99.0
CNAG_04595T0	5	285.0	238.0	20.0	57.0
CNAG_04596T0	13	252.0	1336.0	30.0	224.0
CNAG_04596T1	13	252.0	1336.0	30.0	224.0
CNAG_04597T0	4	305.0	253.0	18.0	43.0
CNAG_04599T0	17	858.0	710.0	40.0	166.0
CNAG_04600T0	19	468.0	2118.0	49.0	342.0
CNAG_04601T0	118	6643.0	3189.0	600.0	650.0
CNAG_04602T0	1	58.0	100.0	8.0	18.0
CNAG_04603T0	3	231.0	305.0	30.0	50.0
CNAG_04604T0	52	3226.0	1421.0	211.0	263.0
CNAG_04605T0	32	2551.0	989.0	185.0	194.0
CNAG_04606T0	7	846.0	680.0	58.0	163.0
CNAG_04607T0	11	402.0	688.0	32.0	95.0
CNAG_04608T0	14	499.0	1590.0	58.0	259.0
CNAG_04609T0	185	6894.0	6300.0	352.0	1359.0
CNAG_04610T0	2	97.0	201.0	5.0	38.0
CNAG_04611T0	38	1251.0	3571.0	61.0	1107.0
CNAG_04612T0	38	4642.0	1853.0	391.0	353.0
CNAG_04612T1	38	4642.0	1853.0	391.0	353.0
CNAG_04612T2	38	4642.0	1853.0	391.0	353.0
CNAG_04613T0	45	1839.0	1774.0	137.0	312.0
CNAG_04614T0	2	637.0	336.0	4.0	111.0
CNAG_04615T0	2	189.0	235.0	16.0	39.0
CNAG_04616T0	3	118.0	251.0	1.0	59.0
CNAG_04617T0	14	266.0	1327.0	12.0	305.0
CNAG_04618T0	3	147.0	172.0	6.0	35.0
CNAG_04618T1	3	147.0	172.0	6.0	35.0
CNAG_04619T0	4	111.0	415.0	15.0	69.0
CNAG_04620T0	5	1041.0	248.0	63.0	58.0
CNAG_04621T0	76	4095.0	4028.0	168.0	972.0
CNAG_04621T1	76	4095.0	4028.0	168.0	972.0
CNAG_04622T0	12	209.0	1189.0	25.0	398.0
CNAG_04623T0	1	21.0	77.0	7.0	10.0
CNAG_04625T0	196	7777.0	6721.0	284.0	1901.0
CNAG_04626T0	8	51.0	1293.0	11.0	242.0
CNAG_04627T0	9	765.0	789.0	59.0	115.0
CNAG_04628T0	12	1176.0	973.0	133.0	223.0
CNAG_04629T0	26	1070.0	962.0	87.0	183.0
CNAG_04630T0	89	3111.0	5264.0	113.0	2271.0
CNAG_04631T0	5	320.0	476.0	22.0	102.0
CNAG_04632T0	33	784.0	3946.0	52.0	602.0
CNAG_04633T0	2	434.0	108.0	22.0	16.0
CNAG_04634T0	28	1858.0	646.0	66.0	178.0
CNAG_04635T0	29	2450.0	1409.0	154.0	282.0
CNAG_04636T0	65	2446.0	5145.0	160.0	1430.0
CNAG_04637T0	92	7080.0	7189.0	545.0	2178.0
CNAG_04638T0	5	117.0	445.0	7.0	111.0
CNAG_04639T0	35	1596.0	917.0	102.0	221.0
CNAG_04640T0	646	16236.0	19856.0	1117.0	5970.0
CNAG_04641T0	16	749.0	2538.0	54.0	393.0
CNAG_04642T0	31	1428.0	1052.0	72.0	235.0
CNAG_04646T0	4	244.0	79.0	19.0	16.0
CNAG_04647T0	12	2397.0	406.0	120.0	96.0
CNAG_04648T0	33	863.0	2556.0	76.0	456.0
CNAG_04649T0	3	333.0	597.0	33.0	122.0
CNAG_04650T0	7	568.0	1103.0	39.0	147.0
CNAG_04651T0	73	2947.0	5851.0	174.0	1477.0
CNAG_04652T0	56	1576.0	5143.0	108.0	1625.0
CNAG_04653T0	2	74.0	45.0	7.0	12.0
CNAG_04654T0	11	1075.0	1044.0	79.0	190.0
CNAG_04655T0	9	152.0	328.0	11.0	61.0
CNAG_04656T0	42	2021.0	3725.0	106.0	775.0
CNAG_04656T1	37	1566.0	3516.0	85.0	728.0
CNAG_04657T0	32	3290.0	503.0	133.0	142.0
CNAG_04658T0	45	2721.0	3293.0	74.0	1422.0
CNAG_04659T0	2452	121625.0	151368.0	2301.0	73105.0
CNAG_04662T0	14	562.0	975.0	32.0	174.0
CNAG_04663T0	6	612.0	145.0	18.0	30.0
CNAG_04664T0	1	836.0	318.0	86.0	42.0
CNAG_04665T0	12	597.0	1132.0	42.0	221.0
CNAG_04666T0	37	4061.0	1750.0	280.0	391.0
CNAG_04667T0	5	730.0	788.0	44.0	160.0
CNAG_04668T0	18	795.0	1368.0	53.0	249.0
CNAG_04669T0	6	537.0	451.0	46.0	65.0
CNAG_04670T0	32	1782.0	1829.0	124.0	317.0
CNAG_04671T0	8	492.0	363.0	28.0	68.0
CNAG_04673T0	3	200.0	137.0	15.0	31.0
CNAG_04674T0	14	1382.0	449.0	71.0	82.0
CNAG_04675T0	28	5283.0	753.0	224.0	252.0
CNAG_04676T0	229	11874.0	6216.0	605.0	1115.0
CNAG_04677T0	4	338.0	386.0	26.0	74.0
CNAG_04678T0	35	1482.0	2262.0	117.0	550.0
CNAG_04679T0	14	1442.0	934.0	114.0	236.0
CNAG_04680T0	10	1897.0	498.0	97.0	95.0
CNAG_04681T0	6	718.0	381.0	36.0	78.0
CNAG_04681T1	6	718.0	381.0	36.0	78.0
CNAG_04682T0	3	263.0	229.0	23.0	35.0
CNAG_04683T0	11	1528.0	857.0	118.0	170.0
CNAG_04684T0	75	5063.0	2639.0	293.0	606.0
CNAG_04686T0	9	295.0	479.0	14.0	100.0
CNAG_04687T0	492	38692.0	24350.0	746.0	9347.0
CNAG_04688T0	5	260.0	475.0	11.0	89.0
CNAG_04689T0	15	537.0	649.0	36.0	138.0
CNAG_04690T0	20	1785.0	1564.0	111.0	302.0
CNAG_04690T1	19	1577.0	1161.0	96.0	225.0
CNAG_04692T0	9	596.0	332.0	50.0	48.0
CNAG_04693T0	12	389.0	1486.0	36.0	186.0
CNAG_04694T0	11	836.0	432.0	99.0	58.0
CNAG_04696T0	12	497.0	541.0	53.0	132.0
CNAG_04697T0	23	696.0	1690.0	46.0	332.0
CNAG_04698T0	49	2194.0	4205.0	257.0	1098.0
CNAG_04699T0	14	890.0	1202.0	55.0	233.0
CNAG_04700T0	6	865.0	454.0	60.0	69.0
CNAG_04701T0	6	810.0	81.0	53.0	16.0
CNAG_04702T0	76	4470.0	3116.0	677.0	761.0
CNAG_04703T0	20	1579.0	602.0	83.0	171.0
CNAG_04704T0	2	19.0	155.0		20.0
CNAG_04705T0	15	786.0	731.0	50.0	114.0
CNAG_04705T1	13	615.0	696.0	43.0	105.0
CNAG_04707T0	1	26.0	71.0	3.0	6.0
CNAG_04708T0	10	297.0	709.0	37.0	67.0
CNAG_04709T0	27	3237.0	641.0	268.0	126.0
CNAG_04710T0	26	1233.0	2696.0	109.0	477.0
CNAG_04711T0	1	4.0	20.0	2.0	1.0
CNAG_04712T0	7	336.0	1192.0	45.0	138.0
CNAG_04713T0	39	1381.0	4341.0	118.0	639.0
CNAG_04714T0	12	613.0	935.0	49.0	163.0
CNAG_04715T0	40	3132.0	1954.0	143.0	533.0
CNAG_04716T0	32	2488.0	1762.0	199.0	373.0
CNAG_04717T0	1	23.0	115.0	7.0	17.0
CNAG_04718T0	11	819.0	1375.0	47.0	279.0
CNAG_04719T0	16	560.0	2541.0	43.0	505.0
CNAG_04720T0	33	1165.0	3330.0	56.0	760.0
CNAG_04721T0	17	1409.0	1207.0	97.0	256.0
CNAG_04723T0	20	1329.0	768.0	86.0	178.0
CNAG_04724T0	69	1033.0	5390.0	82.0	1075.0
CNAG_04725T0	15	283.0	1692.0	23.0	332.0
CNAG_04725T1	15	200.0	1637.0	21.0	313.0
CNAG_04726T0	148	25152.0	3782.0	3347.0	617.0
CNAG_04727T0	6	553.0	316.0	11.0	81.0
CNAG_04728T0	4	384.0	780.0	36.0	119.0
CNAG_04729T0	7	602.0	348.0	55.0	65.0
CNAG_04730T0	57	1545.0	5077.0	70.0	1649.0
CNAG_04731T0	15	314.0	1787.0	33.0	212.0
CNAG_04732T0	24	444.0	2045.0	37.0	351.0
CNAG_04733T0	40	628.0	2576.0	51.0	493.0
CNAG_04734T0	15	1132.0	991.0	97.0	142.0
CNAG_04735T0	123	2934.0	9413.0	162.0	2832.0
CNAG_04736T0	1	110.0	242.0	17.0	28.0
CNAG_04737T0	413	19435.0	12478.0	497.0	5455.0
CNAG_04738T0	83	3560.0	5652.0	218.0	1116.0
CNAG_04739T0	6	597.0	338.0	36.0	74.0
CNAG_04740T0	37	1296.0	3335.0	76.0	644.0
CNAG_04741T0	25	2702.0	2117.0	95.0	461.0
CNAG_04742T0	3	209.0	256.0	28.0	30.0
CNAG_04743T0	36	2287.0	1597.0	139.0	326.0
CNAG_04744T0	126	16064.0	2822.0	460.0	1013.0
CNAG_04745T0	12	633.0	900.0	50.0	139.0
CNAG_04746T0	59	4260.0	2117.0	193.0	507.0
CNAG_04747T0	19	900.0	1735.0	36.0	410.0
CNAG_04748T0	16	636.0	653.0	34.0	152.0
CNAG_04749T0	44	2614.0	3093.0	145.0	441.0
CNAG_04750T0	15	1684.0	1714.0	89.0	327.0
CNAG_04751T0	4	737.0	562.0	42.0	122.0
CNAG_04752T0	11	541.0	1016.0	53.0	203.0
CNAG_04753T0	21	865.0	3287.0	44.0	1502.0
CNAG_04755T0	94	3513.0	4745.0	174.0	1194.0
CNAG_04756T0	11	207.0	768.0	18.0	204.0
CNAG_04757T0	220	12850.0	18798.0	331.0	7555.0
CNAG_04758T0	21	562.0	4706.0	48.0	765.0
CNAG_04759T0	2	235.0	718.0	29.0	126.0
CNAG_04759T1	2	235.0	718.0	29.0	126.0
CNAG_04760T0	39	3400.0	2557.0	139.0	537.0
CNAG_04761T0	6	264.0	861.0	37.0	118.0
CNAG_04762T0	234	26564.0	5539.0	2394.0	1084.0
CNAG_04763T0	50	1269.0	2990.0	79.0	543.0
CNAG_04764T0	12	1044.0	488.0	71.0	102.0
CNAG_04765T0	33	2301.0	1944.0	142.0	392.0
CNAG_04766T0	2	64.0	105.0	6.0	31.0
CNAG_04767T0	13	644.0	939.0	48.0	148.0
CNAG_04768T0	24	872.0	2436.0	36.0	410.0
CNAG_04769T0	9	462.0	405.0	23.0	79.0
CNAG_04769T1	9	462.0	405.0	23.0	79.0
CNAG_04770T0	4	497.0	503.0	50.0	63.0
CNAG_04771T0	20	1410.0	1548.0	101.0	284.0
CNAG_04772T0	12	700.0	751.0	58.0	119.0
CNAG_04773T0	1	25.0	176.0	5.0	15.0
CNAG_04774T0	29	650.0	2325.0	52.0	418.0
CNAG_04774T1	29	650.0	2325.0	52.0	418.0
CNAG_04775T0	5	549.0	243.0	53.0	34.0
CNAG_04776T0	42	3569.0	690.0	305.0	151.0
CNAG_04777T0	8	58.0	513.0	17.0	83.0
CNAG_04782T0	19	1482.0	2436.0	67.0	531.0
CNAG_04782T1	19	1435.0	2118.0	63.0	455.0
CNAG_04783T0	20	716.0	2498.0	67.0	354.0
CNAG_04784T0	1	56.0	259.0	6.0	49.0
CNAG_04785T0	5	719.0	305.0	56.0	81.0
CNAG_04786T0	46	2309.0	1724.0	128.0	361.0
CNAG_04786T1	46	2309.0	1724.0	128.0	361.0
CNAG_04787T0	12	460.0	834.0	25.0	151.0
CNAG_04788T0	32	651.0	1488.0	60.0	335.0
CNAG_04789T0	38	3117.0	1060.0	117.0	227.0
CNAG_04790T0	2	832.0	145.0	38.0	24.0
CNAG_04791T0	9	376.0	328.0	33.0	32.0
CNAG_04792T0	82	2418.0	6505.0	148.0	1573.0
CNAG_04793T0	2	19.0	16.0	3.0	3.0
CNAG_04794T0	136	4852.0	11093.0	156.0	5070.0
CNAG_04795T0	9	525.0	386.0	39.0	61.0
CNAG_04796T0	50	2226.0	4713.0	149.0	803.0
CNAG_04797T0	21	1599.0	1121.0	137.0	223.0
CNAG_04798T0	31	2724.0	1553.0	193.0	349.0
CNAG_04799T0	96	16589.0	2747.0	2440.0	465.0
CNAG_04800T0	42	3313.0	2635.0	252.0	398.0
CNAG_04801T0	25	1268.0	2651.0	123.0	376.0
CNAG_04802T0	5	600.0	659.0	70.0	98.0
CNAG_04803T0	204	7540.0	8033.0	390.0	2030.0
CNAG_04804T0	50	3350.0	1754.0	102.0	590.0
CNAG_04805T0	27	833.0	1829.0	80.0	289.0
CNAG_04806T0	42	2643.0	2677.0	217.0	519.0
CNAG_04807T0	18	687.0	1332.0	17.0	579.0
CNAG_04808T0	67	4729.0	5474.0	341.0	989.0
CNAG_04809T0	13	941.0	1173.0	77.0	161.0
CNAG_04813T0	25	1218.0	1452.0	57.0	288.0
CNAG_04813T1	24	1173.0	1433.0	56.0	284.0
CNAG_04814T0	10	541.0	453.0	40.0	70.0
CNAG_04815T0	35	1635.0	2473.0	85.0	593.0
CNAG_04816T0	26	1298.0	2950.0	55.0	1123.0
CNAG_04817T0	4	805.0	659.0	126.0	116.0
CNAG_04818T0	6	400.0	359.0	43.0	54.0
CNAG_04819T0	3	279.0	179.0	19.0	43.0
CNAG_04820T0	5	444.0	261.0	42.0	55.0
CNAG_04821T0	54	2613.0	2929.0	159.0	569.0
CNAG_04822T0	3	335.0	245.0	28.0	46.0
CNAG_04823T0	14	721.0	1707.0	62.0	243.0
CNAG_04824T0	8	472.0	507.0	54.0	88.0
CNAG_04825T0	3	252.0	421.0	19.0	69.0
CNAG_04826T0	5	424.0	272.0	23.0	36.0
CNAG_04827T0	8	524.0	190.0	33.0	44.0
CNAG_04828T0	58	4890.0	5988.0	346.0	1545.0
CNAG_04829T0	3	374.0	271.0	22.0	32.0
CNAG_04830T0	6	658.0	717.0	59.0	179.0
CNAG_04831T0	2	64.0	119.0	5.0	24.0
CNAG_04832T0	14	593.0	920.0	40.0	172.0
CNAG_04833T0	31	1920.0	3773.0	92.0	830.0
CNAG_04834T0	3	120.0	180.0	14.0	29.0
CNAG_04835T0	4	611.0	232.0	11.0	86.0
CNAG_04836T0	2	271.0	162.0	18.0	34.0
CNAG_04837T0	2	6.0	76.0		6.0
CNAG_04838T0	27	1504.0	1390.0	85.0	316.0
CNAG_04839T0	8	675.0	427.0	49.0	68.0
CNAG_04840T0	57	3969.0	3181.0	342.0	643.0
CNAG_04841T0	24	644.0	1927.0	54.0	371.0
CNAG_04841T1	24	644.0	1927.0	54.0	371.0
CNAG_04842T0	16	514.0	806.0	47.0	183.0
CNAG_04843T0	8	344.0	248.0	32.0	44.0
CNAG_04844T0	32	2183.0	2419.0	221.0	380.0
CNAG_04845T0	12	796.0	805.0	57.0	128.0
CNAG_04846T0	22	339.0	2086.0	34.0	627.0
CNAG_04847T0	25	1018.0	2076.0	78.0	493.0
CNAG_04848T0	94	4226.0	8581.0	302.0	1636.0
CNAG_04848T1	94	4226.0	8581.0	302.0	1636.0
CNAG_04849T0	34	897.0	5389.0	188.0	627.0
CNAG_04850T0	10	112.0	751.0	12.0	92.0
CNAG_04850T1	10	112.0	751.0	12.0	92.0
CNAG_04851T0	352	10610.0	21845.0	562.0	7618.0
CNAG_04852T0	6	309.0	377.0	31.0	43.0
CNAG_04853T0	19	802.0	2432.0	63.0	508.0
CNAG_04854T0	3	59.0	303.0	21.0	37.0
CNAG_04855T0	10	340.0	766.0	62.0	149.0
CNAG_04857T0	110	9076.0	1562.0	532.0	488.0
CNAG_04858T0	3	504.0	203.0	31.0	48.0
CNAG_04859T0	6	187.0	580.0	12.0	64.0
CNAG_04860T0	47	1966.0	1497.0	82.0	358.0
CNAG_04861T0	54	3939.0	1159.0	200.0	291.0
CNAG_04862T0	145	2624.0	6606.0	106.0	1986.0
CNAG_04862T1	145	2624.0	6606.0	106.0	1986.0
CNAG_04863T0	10	288.0	680.0	36.0	104.0
CNAG_04864T0	87	3560.0	6733.0	140.0	2075.0
CNAG_04864T1	87	3560.0	6733.0	140.0	2075.0
CNAG_04865T0	1	6.0	46.0		14.0
CNAG_04866T0	8	250.0	714.0	25.0	91.0
CNAG_04867T0	15	981.0	680.0	58.0	117.0
CNAG_04868T0	5	453.0	347.0	29.0	57.0
CNAG_04868T1	5	437.0	317.0	29.0	51.0
CNAG_04869T0	10	202.0	1114.0	19.0	271.0
CNAG_04870T0	4	68.0	204.0	10.0	36.0
CNAG_04871T0	3	452.0	582.0	34.0	85.0
CNAG_04872T0	14	819.0	1556.0	75.0	221.0
CNAG_04873T0	2	66.0	112.0	6.0	16.0
CNAG_04873T1	2	66.0	112.0	6.0	16.0
CNAG_04874T0	7	224.0	1024.0	18.0	167.0
CNAG_04875T0	16	1063.0	516.0	75.0	79.0
CNAG_04876T0	7	1205.0	427.0	66.0	67.0
CNAG_04877T0	4	36.0	206.0	6.0	29.0
CNAG_04878T0	12	303.0	1011.0	28.0	178.0
CNAG_04878T1	12	303.0	1011.0	28.0	178.0
CNAG_04879T0	384	14379.0	14766.0	512.0	4210.0
CNAG_04880T0	3	136.0	245.0	18.0	43.0
CNAG_04882T0	14	559.0	1500.0	56.0	235.0
CNAG_04883T0	89	15376.0	4455.0	2013.0	678.0
CNAG_04884T0	70	9573.0	4063.0	1709.0	544.0
CNAG_04885T0	2	45.0	34.0	1.0	3.0
CNAG_04886T0	2	433.0	162.0	38.0	39.0
CNAG_04887T0	8	669.0	1120.0	52.0	176.0
CNAG_04888T0	4	172.0	191.0	5.0	33.0
CNAG_04889T0	17	402.0	2185.0	49.0	685.0
CNAG_04891T0	20	526.0	172.0	17.0	205.0
CNAG_04892T0	3	85.0	493.0	6.0	82.0
CNAG_04892T1	3	85.0	493.0	6.0	82.0
CNAG_04892T2	3	85.0	493.0	6.0	82.0
CNAG_04892T3	3	85.0	493.0	6.0	82.0
CNAG_04892T4	3	85.0	493.0	6.0	82.0
CNAG_04893T0	8	255.0	351.0	21.0	55.0
CNAG_04895T0	32	636.0	3243.0	62.0	608.0
CNAG_04896T0	7	595.0	519.0	57.0	64.0
CNAG_04897T0	5	227.0	182.0	17.0	37.0
CNAG_04898T0	2	72.0	271.0	5.0	40.0
CNAG_04899T0	4	283.0	165.0	28.0	21.0
CNAG_04899T1	4	283.0	165.0	28.0	21.0
CNAG_04900T0	15	993.0	477.0	51.0	76.0
CNAG_04902T0	28	1153.0	1037.0	44.0	268.0
CNAG_04903T0	104	14329.0	1443.0	291.0	633.0
CNAG_04904T0	312	10086.0	12651.0	577.0	3039.0
CNAG_04905T0	3	264.0	146.0	21.0	20.0
CNAG_04906T0	46	1873.0	2486.0	112.0	461.0
CNAG_04907T0	1	74.0	246.0	6.0	66.0
CNAG_04908T0	7	310.0	495.0	24.0	105.0
CNAG_04908T1	7	240.0	452.0	18.0	97.0
CNAG_04911T0	8	217.0	774.0	7.0	175.0
CNAG_04911T1	8	217.0	774.0	7.0	175.0
CNAG_04913T0	16	878.0	943.0	85.0	177.0
CNAG_04914T0	13	927.0	1002.0	112.0	223.0
CNAG_04916T0	3	39.0	52.0	4.0	12.0
CNAG_04919T0	3	97.0	474.0	29.0	66.0
CNAG_04920T0	86	1847.0	7262.0	135.0	2978.0
CNAG_04920T1	86	1847.0	7262.0	135.0	2978.0
CNAG_04921T0	3	18.0	326.0	5.0	71.0
CNAG_04925T0	40	956.0	3639.0	103.0	592.0
CNAG_04926T0	2	161.0	243.0	7.0	153.0
CNAG_04932T0	4	156.0	474.0	18.0	98.0
CNAG_04933T0	4	257.0	568.0	30.0	114.0
CNAG_04933T1	4	257.0	568.0	30.0	114.0
CNAG_04933T2	3	249.0	532.0	29.0	102.0
CNAG_04934T0	53	4425.0	3590.0	372.0	519.0
CNAG_04935T0	25	1167.0	1956.0	86.0	284.0
CNAG_04936T0	10	526.0	1264.0	54.0	209.0
CNAG_04937T0	2	98.0	173.0	12.0	24.0
CNAG_04938T0	61	3081.0	3388.0	144.0	840.0
CNAG_04938T1	61	3081.0	3388.0	144.0	840.0
CNAG_04939T0	16	655.0	1010.0	71.0	160.0
CNAG_04943T0	32	1616.0	1760.0	64.0	421.0
CNAG_04943T1	32	1616.0	1760.0	64.0	421.0
CNAG_04944T0	15	1739.0	687.0	34.0	153.0
CNAG_04944T1	15	1739.0	687.0	34.0	153.0
CNAG_04945T0	2	74.0	40.0	4.0	8.0
CNAG_04946T0	1	129.0	234.0	10.0	48.0
CNAG_04948T0	45	2532.0	2280.0	177.0	458.0
CNAG_04949T0	5	467.0	547.0	35.0	85.0
CNAG_04950T0	33	2181.0	3001.0	174.0	540.0
CNAG_04951T0	36	4005.0	1697.0	284.0	330.0
CNAG_04952T0	2	193.0	404.0	24.0	46.0
CNAG_04953T0	115	3003.0	3813.0	188.0	875.0
CNAG_04954T0	68	2979.0	2775.0	165.0	556.0
CNAG_04955T0	28	3084.0	1023.0	128.0	209.0
CNAG_04956T0	4	342.0	334.0	32.0	78.0
CNAG_04957T0	10	1053.0	434.0	82.0	80.0
CNAG_04958T0	37	2381.0	2881.0	134.0	570.0
CNAG_04959T0	14	1114.0	665.0	79.0	103.0
CNAG_04960T0	2	35.0	424.0	10.0	88.0
CNAG_04961T0	14	1718.0	387.0	123.0	65.0
CNAG_04962T0	33	836.0	1715.0	93.0	300.0
CNAG_04963T0	29	2783.0	952.0	240.0	213.0
CNAG_04963T1	29	2783.0	952.0	240.0	213.0
CNAG_04967T0	5	125.0	483.0	10.0	80.0
CNAG_04968T0	8	170.0	648.0	23.0	81.0
CNAG_04968T1	8	170.0	648.0	23.0	81.0
CNAG_04969T0	131	6391.0	5939.0	439.0	974.0
CNAG_04970T0	33	1600.0	4701.0	98.0	903.0
CNAG_04970T1	27	1497.0	3762.0	90.0	724.0
CNAG_04970T2	18	1366.0	2675.0	73.0	523.0
CNAG_04973T0	59	2338.0	3678.0	105.0	762.0
CNAG_04974T0	17	1382.0	727.0	57.0	366.0
CNAG_04975T0	1	14.0	39.0	2.0	6.0
CNAG_04976T0	23	3478.0	1093.0	396.0	178.0
CNAG_04977T0	6	459.0	690.0	54.0	164.0
CNAG_04978T0	2	153.0	194.0	13.0	41.0
CNAG_04979T0	11	568.0	2209.0	34.0	293.0
CNAG_04980T0	6	247.0	1073.0	49.0	170.0
CNAG_04981T0	340	20667.0	18380.0	885.0	4948.0
CNAG_04982T0	1	64.0	495.0	9.0	94.0
CNAG_04983T0	5	455.0	526.0	42.0	85.0
CNAG_04984T0	28	1627.0	2464.0	104.0	736.0
CNAG_04985T0	51	6067.0	1345.0	569.0	233.0
CNAG_04986T0	9	673.0	1531.0	60.0	272.0
